date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-02-09,1.0,0.9999999984356184,1.0000000016108477,43464179063
2025-02-10,1.0,0.9999999982093489,1.000000001601088,43464179063
2025-02-11,1.0,0.9999999982407553,1.0000000016877564,43464179063
2025-02-12,1.0,0.9999999982765632,1.0000000018589157,43464179063
2025-02-13,1.0,0.9999999980589527,1.0000000017077835,43464179063
2025-02-14,1.0,0.9999999980223396,1.0000000019221846,43464179063
2025-02-15,1.0,0.9999999979650267,1.0000000019228525,43464179063
2025-02-16,1.0,0.9999999977101354,1.0000000021077748,43464179063
2025-02-17,1.0,0.9999999976544522,1.0000000022854267,43464179063
2025-02-18,1.0,0.9999999972144725,1.0000000025164868,43464179063
2025-02-19,1.0,0.9999999971774335,1.000000002483394,43464179063
2025-02-20,1.0,0.9999999970421126,1.0000000028843352,43464179063
2025-02-21,1.0,0.9999999970952668,1.0000000029386673,43464179063
2025-02-22,1.0,0.9999999969387772,1.000000003156818,43464179063
2025-02-23,1.0,0.9999999966645187,1.0000000037208754,43464179063
2025-02-24,1.0,0.9999999967238025,1.0000000040085504,43464179063
2025-02-11,0.7164351481683671,-2.254772628901942,3.7269873679287384,41273567751
2025-02-12,0.7108772801940075,-2.2327703412585804,3.4528443790708003,41273567751
2025-02-13,0.7053194122196484,-2.33360808299586,3.5648287326686146,41273567751
2025-02-14,0.6997615442452894,-2.289362646876441,3.6135672940860166,41273567751
2025-02-15,0.6942036762709307,-2.217188981131114,3.8346738813288437,41273567751
2025-02-16,0.6886458082965712,-2.2923032590277757,3.7610177945824925,41273567751
2025-02-17,0.6830879403222121,-2.280023658870708,3.729209222914617,41273567751
2025-02-18,0.6775300723478535,-2.146287314661842,3.601301201134863,41273567751
2025-02-19,0.6719722043734939,-2.34392876247613,3.586438805207456,41273567751
2025-02-20,0.6664143363991348,-2.0509628022835775,3.7136742904974387,41273567751
2025-02-21,0.6608564684247762,-2.2800083973322693,3.5142162451999175,41273567751
2025-02-22,0.6552986004504171,-2.2433562180105544,3.831967681389627,41273567751
2025-02-23,0.6497407324760576,-2.379638597706269,3.7187676457613352,41273567751
2025-02-24,0.6441828645016989,-2.3355980274738144,3.719253664583593,41273567751
2025-02-25,0.6386249965273398,-2.544447188794316,3.551726327216695,41273567751
2025-02-26,0.6330671285529803,-2.041901176226115,3.595615180619179,41273567751
2025-02-27,0.6275092605786212,-2.5075360859191926,3.547232611284761,41273567751
2025-02-28,0.6219513926042621,-2.308374673961009,3.7106002911156892,41273567751
2025-03-01,0.616393524629903,-2.304350642180069,3.6256328062707897,41273567751
2025-03-02,0.610835656655544,-2.1838494578692624,3.4356221235389452,41273567751
2025-03-03,0.6052777886811849,-2.2543018918701856,3.6336681275063287,41273567751
2025-03-04,0.5997199207068258,-2.379192105891116,3.528268453771945,41273567751
2025-03-05,0.5941620527324663,-2.3450079242068558,3.477020218060802,41273567751
2025-03-06,0.5886041847581076,-2.486132549741003,3.535631385815283,41273567751
2025-03-07,0.5830463167837485,-2.3940125376559296,3.6885382651750453,41273567751
2025-03-08,0.5774884488093899,-2.312440414534893,3.7557990412300284,41273567751
2025-03-09,0.5719305808350303,-2.593986873039855,3.4450752964314146,41273567751
2025-03-10,0.5663727128606713,-2.449900730880688,3.5587379179916994,41273567751
2025-02-25,2.4244599033329446,1.2363805228093978,3.612767731860051,41273568614
2025-02-26,2.4252930236321553,1.2281689114169378,3.581233240595398,41273568614
2025-02-27,2.426126143931366,1.2850306957985709,3.741601901748957,41273568614
2025-02-28,2.4269592642305766,1.3139185033498813,3.622526097092883,41273568614
2025-03-01,2.4277923845297877,1.313635116906966,3.6079346598738042,41273568614
2025-03-02,2.4286255048289984,1.2526589176882412,3.568980612057852,41273568614
2025-03-03,2.429458625128209,1.242235319375311,3.526844169501051,41273568614
2025-03-04,2.4302917454274198,1.3283319572167156,3.5596642442824247,41273568614
2025-03-05,2.431124865726631,1.265454769227472,3.5910749900733614,41273568614
2025-03-06,2.4319579860258416,1.2503074014691338,3.622217321220927,41273568614
2025-03-07,2.4327911063250522,1.2548295069022959,3.63046528353535,41273568614
